text,cleaned_text
airplane accident answers. The US designated the Iranian government as terrorists and ha… https://t.co/7a2OgPYNiQ,"['airplane', 'accident', 'answers', 'us', 'designated', 'iranian', 'government', 'terrorists', 'ha']"
"Hey, got some swamp land for sale. You are either naive or just plain stupid! Which is it? Iran downing t… https://t.co/fu3cjJf1q8","['hey', 'got', 'swamp', 'land', 'sale', 'either', 'naive', 'plain', 'stupid', 'iran', 'downing']"
"Perhaps prodded by others, Zelensky decides Ukraine has nothing to lose by piling onto Iran. Never seen so many op… https://t.co/bvZj33dZEp","['perhaps', 'prodded', 'others', 'zelensky', 'decides', 'ukraine', 'nothing', 'lose', 'piling', 'onto', 'iran', 'never', 'seen', 'many', 'op']"
"As a Canadian, I am very concerned. The airplane that was shot down by accident had 67 Canadians - many of Iranian…","['canadian', 'concerned', 'airplane', 'shot', 'accident', 'canadians', 'many', 'iranian']"
Shooting an airplane down *by accident* is bullshit. Just like *accidental shootings* of firearms. Especially since… https://t.co/xKEYVGXFiQ,"['shooting', 'airplane', 'accident', 'bullshit', 'like', 'accidental', 'shootings', 'firearms', 'especially', 'since']"
"Odd, how the Iranians ACCIDENTALLY blew up the airplane after take off. Was someone just playing with… https://t.co/Y2Yx1gZ6hQ","['odd', 'iranians', 'accidentally', 'blew', 'airplane', 'take', 'someone', 'playing']"
"As a Canadian, I am very concerned. The airplane that was shot down by accident had 67 Canadians - many… https://t.co/v8MsKmrLyB","['canadian', 'concerned', 'airplane', 'shot', 'accident', 'canadians', 'many']"
"And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it was an…","['excuse', 'shooting', 'commercial', 'airplane', 'innocent', 'civilians', 'oh', 'sorry', 'jeremy', 'say']"
You beat me to this response. You have to TRACK an airplane with a surface to air missile.…,"['beat', 'response', 'track', 'airplane', 'surface', 'air', 'missile']"
"It is unimaginable to have 174 people gone in one ""accident."" How could anyone point a surface to air missile at a… https://t.co/7Abwo7HXuz","['unimaginable', 'people', 'gone', 'one', 'accident', 'could', 'anyone', 'point', 'surface', 'air', 'missile']"
"So it was just an accident that Iran rocketed an airplane, killing 180 people. And libs defending it like that’s ok b…","['accident', 'iran', 'rocketed', 'airplane', 'killing', 'people', 'libs', 'defending', 'like', 'ok', 'b']"
"And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it… https://t.co/gUkc4ToutN","['excuse', 'shooting', 'commercial', 'airplane', 'innocent', 'civilians', 'oh', 'sorry', 'jeremy', 'say']"
Well let’s see. We know so far the body count of demonstrators was over… https://t.co/sPpCsKbUq0,"['well', 'let', 'see', 'know', 'far', 'body', 'count', 'demonstrators']"
You beat me to this response. You have to TRACK an airplane with a surface to air missi… https://t.co/RFyWvNqO2Z,"['beat', 'response', 'track', 'airplane', 'surface', 'air', 'missi']"
Good lord...... Yeah. It was an accident. The airplane didn't give the missile the right away.... 😒,"['good', 'lord', 'yeah', 'accident', 'airplane', 'give', 'missile', 'right', 'away']"
"The Iranian leadership has downed the commercial airplane on purpose, who are they kidding by saying it was by accident","['iranian', 'leadership', 'downed', 'commercial', 'airplane', 'purpose', 'kidding', 'saying', 'accident']"
"Ooh look, NYT became a lawyer for the Iranian regime What a stupid newspaper, it’s now time, there are vi… https://t.co/SbfUCNkMpr","['ooh', 'look', 'nyt', 'became', 'lawyer', 'iranian', 'regime', 'stupid', 'newspaper', 'time', 'vi']"
How exactly does one accidentally fire a rocket? At an airplane leaving your own countries airport. This… https://t.co/LQdfG1THTN,"['exactly', 'one', 'accidentally', 'fire', 'rocket', 'airplane', 'leaving', 'countries', 'airport']"
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,"['saying', 'shooting', 'airplane', 'w', 'innocent', 'ppl', 'accident', 'bruh']"
There were 6 Nuclear physicists on that AirPlane it was no accident.,"['nuclear', 'physicists', 'airplane', 'accident']"
"and his murderous friends shoot down an airplane ""by accident"", killing around 200 innocent people, but wa… https://t.co/i3w3gDnKSx","['murderous', 'friends', 'shoot', 'airplane', 'accident', 'killing', 'around', 'innocent', 'people', 'wa']"
"Yup, and the US once shot down an Iranian airplane by accident. And we’ve been supp… https://t.co/smtoR2tsjn","['yup', 'us', 'shot', 'iranian', 'airplane', 'accident', 'supp']"
"United States downs an Iranian terrorist and the world press dedicates tons of articles on the life he lived, but the Ira…","['united', 'states', 'downs', 'iranian', 'terrorist', 'world', 'press', 'dedicates', 'tons', 'articles', 'life', 'lived', 'ira']"
"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Iran militi…","['besides', 'airplane', 'shot', 'accident', 'things', 'habbening', 'also', 'high', 'level', 'pro', 'iran', 'militi']"
CBC news just said there was an operator on a missile launcher that shot down the airplane. cockpit was taken out.… https://t.co/uy2YYAqeAr,"['cbc', 'news', 'said', 'operator', 'missile', 'launcher', 'shot', 'airplane', 'cockpit', 'taken']"
CONSIDER -&gt; How does a person with a video camera know WHERE and WHEN to record an attack BEFORE there was any indication…,"['consider', 'gt', 'person', 'video', 'camera', 'know', 'record', 'attack', 'indication']"
"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Ir… https://t.co/OlJMmB1Tj9","['besides', 'airplane', 'shot', 'accident', 'things', 'habbening', 'also', 'high', 'level', 'pro', 'ir']"
"Yeah, yer well prepared ...hit a few buildings &amp; knocked down yer own airplane by accident ...better keep d… https://t.co/ww1W8LOYVl","['yeah', 'yer', 'well', 'prepared', 'hit', 'buildings', 'amp', 'knocked', 'yer', 'airplane', 'accident', 'better', 'keep']"
"if the shooting down of the plane was an accident (human error), why were the Iranians shooting mi… https://t.co/JesxuYkYVD","['shooting', 'plane', 'accident', 'human', 'error', 'iranians', 'shooting', 'mi']"
This attack N on an airplane that had just taken off was no accident. Iran wants the world to know there will be co… https://t.co/2mimAWnc6x,"['attack', 'n', 'airplane', 'taken', 'accident', 'iran', 'wants', 'world', 'know', 'co']"
Grover Airplane Accident Doctor,"['grover', 'airplane', 'accident', 'doctor']"
# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose count…,"['trump', 'accident', 'crash', 'airplane', 'ukraine', 'main', 'factor', 'powerful', 'person', 'world', 'whose', 'count']"
# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose… https://t.co/mSkuJJe79X,"['trump', 'accident', 'crash', 'airplane', 'ukraine', 'main', 'factor', 'powerful', 'person', 'world', 'whose']"
"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling, inclu…","['although', 'late', 'extend', 'condolences', 'families', 'victims', 'ukrainian', 'airplane', 'falling', 'inclu']"
Iranian military admitted it shot down Ukrainian airplane by missiles accidentally. It is not an accident! It is a crim…,"['iranian', 'military', 'admitted', 'shot', 'ukrainian', 'airplane', 'missiles', 'accidentally', 'accident', 'crim']"
"So much talk about #Ukraine airplane within #iran #USA conflict, while conflict wise this is irrelevant, what is mo… https://t.co/lpE4tm3pYk","['much', 'talk', 'ukraine', 'airplane', 'within', 'iran', 'usa', 'conflict', 'conflict', 'wise', 'irrelevant', 'mo']"
"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling,… https://t.co/HBAXNWmVoZ","['although', 'late', 'extend', 'condolences', 'families', 'victims', 'ukrainian', 'airplane', 'falling']"
"Iran shot down an airplane full of innocent people. Say what you want about Trump, but that’s not an appropriate r… https://t.co/dEdr4YnZK9","['iran', 'shot', 'airplane', 'full', 'innocent', 'people', 'say', 'want', 'trump', 'appropriate', 'r']"
She is still silent about the killing of 176 innocent people in Iran. Iranian military admitted it shot down Ukrainian a…,"['still', 'silent', 'killing', 'innocent', 'people', 'iran', 'iranian', 'military', 'admitted', 'shot', 'ukrainian']"
The Iranians chose the day and time to send missiles inside Iraq and they also controlled the… https://t.co/EhjP8cNlW4,"['iranians', 'chose', 'day', 'time', 'send', 'missiles', 'inside', 'iraq', 'also', 'controlled']"
Was the airplane on a routine flight path from the airport? One would think those that shot it down would be fam…,"['airplane', 'routine', 'flight', 'path', 'airport', 'one', 'would', 'think', 'shot', 'would', 'fam']"
Germany's Foreign Minister Heiko Maas says 'It must be assumed the airplane crash in Iran was a terrible accident.' https://…,"['germany', 'foreign', 'minister', 'heiko', 'maas', 'says', 'must', 'assumed', 'airplane', 'crash', 'iran', 'terrible', 'accident']"
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…","['compassion', 'families', 'ukrainian', 'airplane', 'shot', 'accident']"
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","['compassion', 'families', 'ukrainian', 'airplane', 'shot', 'accident']"
Fire Engulfs Ambulance Conveying Corpse of Catholic Priest’s Mother; #streetjournal https://t.co/gK6dAGKRrL,"['fire', 'engulfs', 'ambulance', 'conveying', 'corpse', 'catholic', 'priest', 'mother', 'streetjournal']"
"Is it racist to be concerned that this is correct … 50,000 residents in Birmingham can't speak English? Birmingham is England…","['racist', 'concerned', 'correct', 'residents', 'birmingham', 'speak', 'english', 'birmingham', 'england']"
🔴 #WAARLAND #ambulance 🚑 #p2000 A2 10187 Rit 6026 Sabinahof Waarland https://t.co/YesZazBODp,"['waarland', 'ambulance', 'p', 'rit', 'sabinahof', 'waarland']"
"#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…","['usdjpy', 'despite', 'richter', 'scale', 'overbought', 'fxstreet', 'line', 'swissquote', 'bullish', 'long', 'jason', 'sen', 'mr', 'ambulance', 'chaser', 'b']"
"#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Cha… https://t.co/iVuuacsq54","['usdjpy', 'despite', 'richter', 'scale', 'overbought', 'fxstreet', 'line', 'swissquote', 'bullish', 'long', 'jason', 'sen', 'mr', 'ambulance', 'cha']"
The Untamed boys singing “Love Siren” from My ambulance ❤️❤️ #TheUntamedBoysinBKK https://t.co/2HkshTHs8W,"['untamed', 'boys', 'singing', 'love', 'siren', 'ambulance', 'theuntamedboysinbkk']"
...or pulling over for an ambulance,"['pulling', 'ambulance']"
I hope there’s going to be an ambulance waiting at the bottom because there’s no way that fat lump can cli… https://t.co/eQ0fg2Fo7i,"['hope', 'going', 'ambulance', 'waiting', 'bottom', 'way', 'fat', 'lump', 'cli']"
รักติดไซเรน (My Ambulance) .Cover is coming ! #TheUntamedBoys Ambassador for Thai Spring Festival 2020 The delightful…,"['ambulance', 'cover', 'coming', 'theuntamedboys', 'ambassador', 'thai', 'spring', 'festival', 'delightful']"
When driving drunk you can choose your way to come back home : A) Taxi. B… https://t.co/Bk3XOkgFKq,"['driving', 'drunk', 'choose', 'way', 'come', 'back', 'home', 'taxi', 'b']"
"Yer severe Ambulance ramping, under funding/resourcing… https://t.co/kpenM6wiej","['yer', 'severe', 'ambulance', 'ramping', 'funding', 'resourcing']"
"Zulaykha's son was an ambulance driver who was killed in a suicide attack in Maimana, Faryab. Everyday, she visits the ambu…","['zulaykha', 'son', 'ambulance', 'driver', 'killed', 'suicide', 'attack', 'maimana', 'faryab', 'everyday', 'visits', 'ambu']"
"first of all he was not taken to no damn hospital , that man died in walmart with the ambulance OUTSIDE! they was more focuse…","['first', 'taken', 'damn', 'hospital', 'man', 'died', 'walmart', 'ambulance', 'outside', 'focuse']"
"Jinu : Are you okay? You hit your head and fainted, do you remember anything? Yoon : Only the ambulance ride to the hospi…","['jinu', 'okay', 'hit', 'head', 'fainted', 'remember', 'anything', 'yoon', 'ambulance', 'ride', 'hospi']"
What has it come to? We’ve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc…,"['come', 'recently', 'fuel', 'stolen', 'ambulance', 'vehicles', 'damage', 'staff', 'car', 'whilst', 'ambulanc']"
They've gone ambulance chasing in Australia,"['gone', 'ambulance', 'chasing', 'australia']"
And drumroll its beach girl. Henry tried to keep pressure on the wound and calls for an… https://t.co/gvo4M76B1O,"['drumroll', 'beach', 'girl', 'henry', 'tried', 'keep', 'pressure', 'wound', 'calls']"
What racism ?..Absolutely delighted… https://t.co/WCP0oyZJVY,"['racism', 'absolutely', 'delighted']"
"The norovirus is like a detox, gets all the crap out the system much like flushing out the central h… https://t.co/mwJBxCelyW","['norovirus', 'like', 'detox', 'gets', 'crap', 'system', 'much', 'like', 'flushing', 'central', 'h']"
"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…","['ooh', 'guys', 'know', 'gauteng', 'people', 'go', 'study', 'nursing', 'ambulance', 'nurses', 'keep', 'alive', 'transit']"
#IranProtests #Tehran Right now Valiasr intersection is where the Special Forces are heading to the Paradise Ambulance. @…,"['iranprotests', 'tehran', 'right', 'valiasr', 'intersection', 'special', 'forces', 'heading', 'paradise', 'ambulance']"
Are you one of those who silently Pray for an UNKNOWN #Ambulance passed by? https://t.co/23zS7QjTdG,"['one', 'silently', 'pray', 'unknown', 'ambulance', 'passed']"
"Long night, mom's sugar dropped to 28 so dad called an ambulance. No fun at hospital with late shift.","['long', 'night', 'mom', 'sugar', 'dropped', 'dad', 'called', 'ambulance', 'fun', 'hospital', 'late', 'shift']"
